Class,isDecompilable,distanceToOriginal,isRecompilable,passTests
org/apache/commons/imaging/ImageParser,true,97,true,true
org/apache/commons/imaging/FormatCompliance,true,51,true,true
org/apache/commons/imaging/util/IoUtils,true,7,true,true
org/apache/commons/imaging/util/Debug,true,206,false,false
org/apache/commons/imaging/util/package-info,false,NA,false,NA
org/apache/commons/imaging/ColorTools,true,71,true,NA
org/apache/commons/imaging/color/ColorCieLuv,true,4,true,true
org/apache/commons/imaging/color/ColorCieLch,true,4,true,true
org/apache/commons/imaging/color/ColorHunterLab,true,4,true,true
org/apache/commons/imaging/color/ColorConversions,true,1017,false,false
org/apache/commons/imaging/color/ColorXyz,true,4,true,true
org/apache/commons/imaging/color/ColorCieLab,true,4,true,true
org/apache/commons/imaging/color/ColorCmyk,true,5,true,true
org/apache/commons/imaging/color/ColorCmy,true,4,true,true
org/apache/commons/imaging/color/ColorHsv,true,4,true,true
org/apache/commons/imaging/color/package-info,false,NA,false,NA
org/apache/commons/imaging/color/ColorHsl,true,4,true,true
org/apache/commons/imaging/ImageFormats,true,5,true,true
org/apache/commons/imaging/common/BasicCParser,true,146,false,false
org/apache/commons/imaging/common/IBufferedImageFactory,true,1,true,NA
org/apache/commons/imaging/common/BinaryFunctions,true,124,false,false
org/apache/commons/imaging/common/PackBits,true,206,false,false
org/apache/commons/imaging/common/ByteConversions,true,322,false,false
org/apache/commons/imaging/common/mylzw/MyBitOutputStream,true,24,true,true
org/apache/commons/imaging/common/mylzw/BitsToByteInputStream,true,7,true,true
org/apache/commons/imaging/common/mylzw/MyLzwDecompressor,true,74,false,false
org/apache/commons/imaging/common/mylzw/MyBitInputStream,true,18,false,false
org/apache/commons/imaging/common/mylzw/MyLzwCompressor,true,319,false,false
org/apache/commons/imaging/common/mylzw/package-info,false,NA,false,NA
org/apache/commons/imaging/common/IImageMetadata,true,15,false,NA
org/apache/commons/imaging/common/bytesource/ByteSource,true,4,true,false
org/apache/commons/imaging/common/bytesource/ByteSourceFile,true,140,false,false
org/apache/commons/imaging/common/bytesource/ByteSourceArray,true,12,true,true
org/apache/commons/imaging/common/bytesource/package-info,false,NA,false,NA
org/apache/commons/imaging/common/bytesource/ByteSourceInputStream,true,499,false,false
org/apache/commons/imaging/common/ImageMetadata,true,97,false,false
org/apache/commons/imaging/common/itu_t4/HuffmanTreeException,true,3,true,NA
org/apache/commons/imaging/common/itu_t4/HuffmanTree,true,55,false,false
org/apache/commons/imaging/common/itu_t4/T4_T6_Tables,true,89,false,false
org/apache/commons/imaging/common/itu_t4/BitInputStreamFlexible,true,10,true,true
org/apache/commons/imaging/common/itu_t4/T4AndT6Compression,true,752,false,false
org/apache/commons/imaging/common/itu_t4/BitArrayOutputStream,true,9,true,true
org/apache/commons/imaging/common/itu_t4/package-info,false,NA,false,NA
org/apache/commons/imaging/common/RationalNumber,true,234,false,false
org/apache/commons/imaging/common/BinaryFileParser,true,12,true,true
org/apache/commons/imaging/common/BinaryConstant,true,15,true,true
org/apache/commons/imaging/common/SimpleBufferedImageFactory,true,18,true,true
org/apache/commons/imaging/common/ImageBuilder,true,46,false,false
org/apache/commons/imaging/common/RgbBufferedImageFactory,true,12,true,true
org/apache/commons/imaging/common/BinaryOutputStream,true,23,true,true
org/apache/commons/imaging/common/package-info,false,NA,false,NA
org/apache/commons/imaging/common/FastByteArrayOutputStream,true,8,true,true
org/apache/commons/imaging/ImageFormat,true,1,true,NA
org/apache/commons/imaging/PixelDensity,true,26,true,true
org/apache/commons/imaging/ImageReadException,true,3,true,true
org/apache/commons/imaging/icc/IccTagDataType,true,1,true,NA
org/apache/commons/imaging/icc/IccProfileInfo,true,89,true,true
org/apache/commons/imaging/icc/IccTagDataTypes,true,416,false,false
org/apache/commons/imaging/icc/IccTagTypes,true,3,true,true
org/apache/commons/imaging/icc/IccConstants,true,51,true,NA
org/apache/commons/imaging/icc/CachingInputStream,true,5,true,true
org/apache/commons/imaging/icc/IccTag,true,58,false,false
org/apache/commons/imaging/icc/package-info,false,NA,false,NA
org/apache/commons/imaging/icc/IccProfileParser,true,191,false,false
org/apache/commons/imaging/icc/IccTagType,true,1,true,NA
org/apache/commons/imaging/palette/ColorGroup,true,51,false,false
org/apache/commons/imaging/palette/QuantizedPalette,true,19,false,false
org/apache/commons/imaging/palette/MedianCutQuantizer,true,58,false,false
org/apache/commons/imaging/palette/ColorComponent,true,0,true,true
org/apache/commons/imaging/palette/Dithering,true,32,true,true
org/apache/commons/imaging/palette/MedianCutImplementation,true,2,true,NA
org/apache/commons/imaging/palette/ColorGroupCut,true,6,true,true
org/apache/commons/imaging/palette/SimplePalette,true,8,true,true
org/apache/commons/imaging/palette/MedianCutMostPopulatedBoxesImplementation,true,289,false,false
org/apache/commons/imaging/palette/ColorCount,true,10,true,true
org/apache/commons/imaging/palette/MedianCutPalette,true,7,false,false
org/apache/commons/imaging/palette/MedianCutLongestAxisImplementation,true,188,false,false
org/apache/commons/imaging/palette/Palette,true,3,true,NA
org/apache/commons/imaging/palette/ColorSpaceSubset,true,144,false,false
org/apache/commons/imaging/palette/package-info,false,NA,false,NA
org/apache/commons/imaging/palette/PaletteFactory,true,539,false,false
