Class,isDecompilable,distanceToOriginal,isRecompilable,passTests
org/apache/commons/collections4/keyvalue/DefaultKeyValue,true,66,true,true
org/apache/commons/collections4/keyvalue/AbstractKeyValue,true,16,true,true
org/apache/commons/collections4/keyvalue/TiedMapEntry,true,77,true,true
org/apache/commons/collections4/keyvalue/package-info,true,0,true,NA
org/apache/commons/collections4/keyvalue/MultiKey,true,43,false,false
org/apache/commons/collections4/keyvalue/AbstractMapEntryDecorator,true,31,true,true
org/apache/commons/collections4/keyvalue/UnmodifiableMapEntry,true,1,true,true
org/apache/commons/collections4/keyvalue/AbstractMapEntry,true,64,true,true
org/apache/commons/collections4/keyvalue/DefaultMapEntry,true,1,true,true
org/apache/commons/collections4/set/TransformedSortedSet,true,32,false,false
org/apache/commons/collections4/set/TransformedSet,true,5,false,false
org/apache/commons/collections4/set/CompositeSet,true,180,true,true
org/apache/commons/collections4/set/AbstractSetDecorator,true,1,true,true
org/apache/commons/collections4/set/PredicatedSet,true,2,true,true
org/apache/commons/collections4/set/package-info,true,0,true,NA
org/apache/commons/collections4/set/MapBackedSet,true,79,false,false
org/apache/commons/collections4/set/PredicatedSortedSet,true,26,true,true
org/apache/commons/collections4/set/AbstractSerializableSetDecorator,true,8,true,true
org/apache/commons/collections4/set/UnmodifiableSortedSet,true,20,true,true
org/apache/commons/collections4/set/AbstractSortedSetDecorator,true,19,true,true
org/apache/commons/collections4/set/UnmodifiableSet,true,7,false,false
org/apache/commons/collections4/set/ListOrderedSet,true,157,false,false
org/apache/commons/collections4/ResettableIterator,true,0,true,NA
org/apache/commons/collections4/bag/PredicatedBag,true,20,true,true
org/apache/commons/collections4/bag/AbstractSortedBagDecorator,true,12,true,true
org/apache/commons/collections4/bag/TreeBag,true,23,true,true
org/apache/commons/collections4/bag/SynchronizedSortedBag,true,22,true,true
org/apache/commons/collections4/bag/TransformedSortedBag,true,21,false,false
org/apache/commons/collections4/bag/PredicatedSortedBag,true,14,true,true
org/apache/commons/collections4/bag/package-info,true,0,true,NA
org/apache/commons/collections4/bag/AbstractBagDecorator,true,15,true,true
org/apache/commons/collections4/bag/CollectionSortedBag,true,82,true,true
org/apache/commons/collections4/bag/HashBag,true,3,true,true
org/apache/commons/collections4/bag/TransformedBag,true,31,false,false
org/apache/commons/collections4/bag/UnmodifiableBag,true,22,false,false
org/apache/commons/collections4/bag/AbstractMapBag,true,640,false,false
org/apache/commons/collections4/bag/CollectionBag,true,82,true,true
org/apache/commons/collections4/bag/SynchronizedBag,true,29,true,true
org/apache/commons/collections4/bag/UnmodifiableSortedBag,true,17,true,true
org/apache/commons/collections4/TrieUtils,true,0,true,true
org/apache/commons/collections4/ComparatorUtils,true,33,false,false
org/apache/commons/collections4/BidiMap,true,4,true,NA
org/apache/commons/collections4/MultiMapUtils,true,66,true,true
org/apache/commons/collections4/Get,true,4,true,NA
org/apache/commons/collections4/comparators/NullComparator,true,10,false,false
org/apache/commons/collections4/comparators/package-info,true,0,true,NA
org/apache/commons/collections4/comparators/ComparatorChain,true,221,false,false
org/apache/commons/collections4/comparators/ReverseComparator,true,11,false,false
org/apache/commons/collections4/comparators/BooleanComparator,true,32,true,true
org/apache/commons/collections4/comparators/TransformingComparator,true,65,false,false
org/apache/commons/collections4/comparators/ComparableComparator,true,16,false,false
org/apache/commons/collections4/comparators/FixedOrderComparator,true,218,true,true
org/apache/commons/collections4/list/AbstractSerializableListDecorator,true,8,true,true
org/apache/commons/collections4/list/GrowthList,true,27,true,true
org/apache/commons/collections4/list/AbstractListDecorator,true,31,true,true
org/apache/commons/collections4/list/package-info,true,0,true,NA
org/apache/commons/collections4/list/UnmodifiableList,true,16,false,false
org/apache/commons/collections4/list/PredicatedList,true,66,false,false
org/apache/commons/collections4/list/FixedSizeList,true,28,true,true
org/apache/commons/collections4/list/TransformedList,true,70,false,false
org/apache/commons/collections4/list/CursorableLinkedList,true,319,true,true
org/apache/commons/collections4/list/NodeCachingLinkedList,true,84,true,true
org/apache/commons/collections4/list/TreeList,true,3159,false,false
org/apache/commons/collections4/list/SetUniqueList,true,197,false,false
org/apache/commons/collections4/list/AbstractLinkedList,true,829,false,false
org/apache/commons/collections4/list/LazyList,true,62,true,true
org/apache/commons/collections4/ListValuedMap,true,2,true,NA
org/apache/commons/collections4/PredicateUtils,true,4,false,false
org/apache/commons/collections4/MultiMap,true,7,true,NA
org/apache/commons/collections4/MapIterator,true,1,true,NA
org/apache/commons/collections4/IterableGet,true,0,true,NA
org/apache/commons/collections4/QueueUtils,true,11,true,true
org/apache/commons/collections4/package-info,true,0,true,NA
org/apache/commons/collections4/Bag,true,13,true,NA
org/apache/commons/collections4/FactoryUtils,true,0,true,true
org/apache/commons/collections4/MultiValuedMap,true,19,true,NA
org/apache/commons/collections4/iterators/EnumerationIterator,true,48,true,true
org/apache/commons/collections4/iterators/PushbackIterator,true,43,true,true
org/apache/commons/collections4/iterators/LoopingIterator,true,42,true,true
org/apache/commons/collections4/iterators/ReverseListIterator,true,97,true,true
org/apache/commons/collections4/iterators/AbstractUntypedIteratorDecorator,true,10,true,true
org/apache/commons/collections4/iterators/CollatingIterator,true,226,false,false
org/apache/commons/collections4/iterators/PeekingIterator,true,116,true,true
org/apache/commons/collections4/iterators/EmptyMapIterator,true,20,true,true
org/apache/commons/collections4/iterators/package-info,true,0,true,NA
org/apache/commons/collections4/iterators/FilterIterator,true,105,false,false
org/apache/commons/collections4/iterators/IteratorEnumeration,true,9,true,true
org/apache/commons/collections4/iterators/EmptyOrderedMapIterator,true,20,true,true
org/apache/commons/collections4/iterators/EmptyIterator,true,25,true,true
org/apache/commons/collections4/iterators/ArrayListIterator,true,53,true,true
org/apache/commons/collections4/iterators/UnmodifiableOrderedMapIterator,true,26,true,true
org/apache/commons/collections4/iterators/AbstractOrderedMapIteratorDecorator,true,34,true,NA
org/apache/commons/collections4/iterators/LoopingListIterator,true,111,true,true
org/apache/commons/collections4/iterators/LazyIteratorChain,true,118,true,true
org/apache/commons/collections4/iterators/EmptyListIterator,true,25,true,true
org/apache/commons/collections4/iterators/IteratorIterable,true,12,true,true
org/apache/commons/collections4/iterators/AbstractEmptyIterator,true,1,true,true
org/apache/commons/collections4/iterators/SingletonListIterator,true,100,true,true
org/apache/commons/collections4/iterators/TransformIterator,true,30,false,false
org/apache/commons/collections4/iterators/UnmodifiableIterator,true,9,true,true
org/apache/commons/collections4/iterators/ObjectArrayIterator,true,15,true,true
org/apache/commons/collections4/iterators/ObjectArrayListIterator,true,64,true,true
org/apache/commons/collections4/iterators/UniqueFilterIterator,true,0,true,true
org/apache/commons/collections4/iterators/FilterListIterator,true,270,false,false
org/apache/commons/collections4/iterators/AbstractMapIteratorDecorator,true,25,true,NA
org/apache/commons/collections4/iterators/PermutationIterator,true,153,true,true
org/apache/commons/collections4/iterators/AbstractIteratorDecorator,true,3,true,true
org/apache/commons/collections4/iterators/BoundedIterator,true,78,true,true
org/apache/commons/collections4/iterators/EmptyOrderedIterator,true,19,true,true
org/apache/commons/collections4/iterators/SingletonIterator,true,78,true,true
org/apache/commons/collections4/iterators/AbstractEmptyMapIterator,true,4,true,true
org/apache/commons/collections4/iterators/ListIteratorWrapper,true,252,true,true
org/apache/commons/collections4/iterators/AbstractListIteratorDecorator,true,37,true,true
org/apache/commons/collections4/iterators/NodeListIterator,true,46,true,true
org/apache/commons/collections4/iterators/ArrayIterator,true,38,true,true
org/apache/commons/collections4/iterators/ObjectGraphIterator,true,200,false,false
org/apache/commons/collections4/iterators/UnmodifiableMapIterator,true,20,true,true
org/apache/commons/collections4/iterators/UnmodifiableListIterator,true,21,true,true
org/apache/commons/collections4/iterators/EntrySetMapIterator,true,83,true,NA
org/apache/commons/collections4/iterators/IteratorChain,true,246,true,true
org/apache/commons/collections4/ClosureUtils,true,2,true,true
org/apache/commons/collections4/bidimap/UnmodifiableBidiMap,true,29,false,false
org/apache/commons/collections4/bidimap/AbstractSortedBidiMapDecorator,true,21,true,true
org/apache/commons/collections4/bidimap/AbstractOrderedBidiMapDecorator,true,22,true,true
org/apache/commons/collections4/bidimap/UnmodifiableOrderedBidiMap,true,33,false,false
org/apache/commons/collections4/bidimap/package-info,true,0,true,NA
org/apache/commons/collections4/bidimap/AbstractBidiMapDecorator,true,19,true,true
org/apache/commons/collections4/bidimap/AbstractDualBidiMap,true,668,false,false
org/apache/commons/collections4/bidimap/TreeBidiMap,true,3613,false,false
org/apache/commons/collections4/bidimap/DualHashBidiMap,true,17,true,true
org/apache/commons/collections4/bidimap/DualLinkedHashBidiMap,true,17,true,true
org/apache/commons/collections4/bidimap/UnmodifiableSortedBidiMap,true,38,false,false
org/apache/commons/collections4/bidimap/DualTreeBidiMap,true,286,false,false
org/apache/commons/collections4/queue/CircularFifoQueue,true,390,true,true
org/apache/commons/collections4/queue/package-info,true,0,true,NA
org/apache/commons/collections4/queue/AbstractQueueDecorator,true,16,true,true
org/apache/commons/collections4/queue/PredicatedQueue,true,20,true,true
org/apache/commons/collections4/queue/TransformedQueue,true,26,false,false
org/apache/commons/collections4/queue/UnmodifiableQueue,true,15,false,false
org/apache/commons/collections4/Unmodifiable,true,0,true,NA
org/apache/commons/collections4/BagUtils,true,22,true,true
org/apache/commons/collections4/Equator,true,3,true,NA
org/apache/commons/collections4/OrderedMap,true,2,true,NA
org/apache/commons/collections4/Predicate,true,1,true,NA
org/apache/commons/collections4/CollectionUtils,true,463,false,false
org/apache/commons/collections4/TransformerUtils,true,7,true,true
org/apache/commons/collections4/IteratorUtils,true,53,false,false
org/apache/commons/collections4/SetValuedMap,true,2,true,NA
org/apache/commons/collections4/OrderedBidiMap,true,0,true,NA
org/apache/commons/collections4/splitmap/package-info,true,0,true,NA
org/apache/commons/collections4/splitmap/AbstractIterableGetMapDecorator,true,61,true,true
org/apache/commons/collections4/splitmap/TransformedSplitMap,true,48,false,false
org/apache/commons/collections4/SplitMapUtils,true,92,true,true
org/apache/commons/collections4/ResettableListIterator,true,0,true,NA
org/apache/commons/collections4/multimap/UnmodifiableMultiValuedMap,true,51,false,false
org/apache/commons/collections4/multimap/package-info,true,0,true,NA
org/apache/commons/collections4/multimap/MultiValuedHashMap,true,129,false,false
org/apache/commons/collections4/multimap/AbstractListValuedMap,true,295,false,false
org/apache/commons/collections4/multimap/TransformedMultiValuedMap,true,103,false,false
org/apache/commons/collections4/multimap/AbstractSetValuedMap,true,123,false,false
org/apache/commons/collections4/multimap/AbstractMultiValuedMapDecorator,true,115,true,true
org/apache/commons/collections4/multimap/MultiValuedLinkedHashMap,true,129,false,false
org/apache/commons/collections4/multimap/AbstractMultiValuedMap,true,803,false,false
org/apache/commons/collections4/collection/UnmodifiableCollection,true,7,false,false
org/apache/commons/collections4/collection/PredicatedCollection,true,31,false,false
org/apache/commons/collections4/collection/package-info,true,0,true,NA
org/apache/commons/collections4/collection/CompositeCollection,true,195,true,true
org/apache/commons/collections4/collection/IndexedCollection,true,77,false,false
org/apache/commons/collections4/collection/TransformedCollection,true,24,false,false
org/apache/commons/collections4/collection/UnmodifiableBoundedCollection,true,34,false,false
org/apache/commons/collections4/collection/SynchronizedCollection,true,115,true,true
org/apache/commons/collections4/collection/AbstractCollectionDecorator,true,64,true,true
org/apache/commons/collections4/SetUtils,true,27,false,false
org/apache/commons/collections4/ListUtils,true,98,false,false
org/apache/commons/collections4/IterableSortedMap,true,0,true,NA
org/apache/commons/collections4/map/HashedMap,true,13,true,true
org/apache/commons/collections4/map/AbstractSortedMapDecorator,true,44,true,true
org/apache/commons/collections4/map/StaticBucketMap,true,466,true,true
org/apache/commons/collections4/map/AbstractInputCheckedMapDecorator,true,34,false,false
org/apache/commons/collections4/map/Flat3Map,true,5044,false,false
org/apache/commons/collections4/map/TransformedMap,true,57,false,false
org/apache/commons/collections4/map/ReferenceMap,true,18,true,true
org/apache/commons/collections4/map/LazySortedMap,true,30,true,true
org/apache/commons/collections4/map/AbstractReferenceMap,true,718,false,false
org/apache/commons/collections4/map/EntrySetToMapIteratorAdapter,true,42,true,true
org/apache/commons/collections4/map/package-info,true,0,true,NA
org/apache/commons/collections4/map/AbstractHashedMap,true,1171,false,false
org/apache/commons/collections4/map/ListOrderedMap,true,467,false,false
org/apache/commons/collections4/map/AbstractOrderedMapDecorator,true,19,true,true
org/apache/commons/collections4/map/AbstractIterableMap,true,4,true,true
org/apache/commons/collections4/map/PredicatedMap,true,82,false,false
org/apache/commons/collections4/map/ReferenceIdentityMap,true,21,true,true
org/apache/commons/collections4/map/LazyMap,true,29,false,false
org/apache/commons/collections4/map/MultiValueMap,true,158,false,false
org/apache/commons/collections4/map/MultiKeyMap,true,760,false,false
org/apache/commons/collections4/map/CaseInsensitiveMap,true,13,true,true
org/apache/commons/collections4/map/UnmodifiableSortedMap,true,28,false,false
org/apache/commons/collections4/map/UnmodifiableEntrySet,true,16,false,false
org/apache/commons/collections4/map/TransformedSortedMap,true,38,true,true
org/apache/commons/collections4/map/LinkedMap,true,76,true,true
org/apache/commons/collections4/map/UnmodifiableMap,true,19,false,false
org/apache/commons/collections4/map/FixedSizeSortedMap,true,52,true,true
org/apache/commons/collections4/map/PassiveExpiringMap,true,182,true,true
org/apache/commons/collections4/map/LRUMap,true,203,true,true
