Class,isDecompilable,distanceToOriginal,isRecompilable,passTests
org/apache/commons/lang3/arch/Processor,true,146,false,false
org/apache/commons/lang3/arch/package-info,true,0,false,NA
org/apache/commons/lang3/ThreadUtils,true,176,false,false
org/apache/commons/lang3/LocaleUtils,true,159,false,false
org/apache/commons/lang3/text/FormatFactory,true,1,false,NA
org/apache/commons/lang3/text/StrBuilder,true,6227,false,false
org/apache/commons/lang3/text/StrLookup,true,63,false,false
org/apache/commons/lang3/text/WordUtils,true,138,false,false
org/apache/commons/lang3/text/StrTokenizer,true,421,false,false
org/apache/commons/lang3/text/ExtendedMessageFormat,true,1183,false,false
org/apache/commons/lang3/text/CompositeFormat,true,20,false,false
org/apache/commons/lang3/text/translate/UnicodeEscaper,true,31,false,false
org/apache/commons/lang3/text/translate/UnicodeUnescaper,true,41,false,false
org/apache/commons/lang3/text/translate/NumericEntityUnescaper,true,325,false,false
org/apache/commons/lang3/text/translate/EntityArrays,true,14,false,false
org/apache/commons/lang3/text/translate/LookupTranslator,true,80,false,false
org/apache/commons/lang3/text/translate/NumericEntityEscaper,true,24,false,false
org/apache/commons/lang3/text/translate/CodePointTranslator,true,9,false,false
org/apache/commons/lang3/text/translate/JavaUnicodeEscaper,true,31,false,false
org/apache/commons/lang3/text/translate/UnicodeUnpairedSurrogateRemover,true,10,false,false
org/apache/commons/lang3/text/translate/CharSequenceTranslator,true,38,false,false
org/apache/commons/lang3/text/translate/AggregateTranslator,true,37,false,false
org/apache/commons/lang3/text/translate/OctalUnescaper,true,16,false,false
org/apache/commons/lang3/text/translate/package-info,true,0,false,NA
org/apache/commons/lang3/text/FormattableUtils,true,54,false,false
org/apache/commons/lang3/text/StrSubstitutor,true,387,false,false
org/apache/commons/lang3/text/StrMatcher,true,131,false,false
org/apache/commons/lang3/text/package-info,true,0,false,NA
org/apache/commons/lang3/SerializationException,true,5,false,false
org/apache/commons/lang3/RegExUtils,true,55,false,false
org/apache/commons/lang3/SerializationUtils,true,368,false,false
org/apache/commons/lang3/BooleanUtils,true,339,false,false
org/apache/commons/lang3/Conversion,true,4124,false,false
org/apache/commons/lang3/BitField,true,47,false,false
org/apache/commons/lang3/Range,true,743,false,false
