Class,isDecompilable,distanceToOriginal,isRecompilable,passTests
org/apache/commons/collections4/keyvalue/DefaultKeyValue,true,131,false,false
org/apache/commons/collections4/keyvalue/AbstractKeyValue,true,36,false,false
org/apache/commons/collections4/keyvalue/TiedMapEntry,true,141,false,false
org/apache/commons/collections4/keyvalue/package-info,false,NA,false,NA
org/apache/commons/collections4/keyvalue/MultiKey,true,286,false,false
org/apache/commons/collections4/keyvalue/AbstractMapEntryDecorator,true,38,false,false
org/apache/commons/collections4/keyvalue/UnmodifiableMapEntry,true,17,false,false
org/apache/commons/collections4/keyvalue/AbstractMapEntry,true,118,false,false
org/apache/commons/collections4/keyvalue/DefaultMapEntry,true,13,false,false
org/apache/commons/collections4/set/TransformedSortedSet,true,140,true,true
org/apache/commons/collections4/set/TransformedSet,true,56,false,false
org/apache/commons/collections4/set/CompositeSet,true,653,false,false
org/apache/commons/collections4/set/AbstractSetDecorator,true,9,false,false
org/apache/commons/collections4/set/PredicatedSet,true,15,false,false
org/apache/commons/collections4/set/package-info,false,NA,false,NA
org/apache/commons/collections4/set/MapBackedSet,true,139,true,true
org/apache/commons/collections4/set/PredicatedSortedSet,true,106,false,false
org/apache/commons/collections4/set/AbstractSerializableSetDecorator,true,16,false,false
org/apache/commons/collections4/set/UnmodifiableSortedSet,true,111,false,false
org/apache/commons/collections4/set/AbstractSortedSetDecorator,true,51,false,false
org/apache/commons/collections4/set/UnmodifiableSet,true,44,true,true
org/apache/commons/collections4/set/ListOrderedSet,true,399,false,false
org/apache/commons/collections4/ResettableIterator,true,3,false,NA
org/apache/commons/collections4/bag/PredicatedBag,true,50,false,false
org/apache/commons/collections4/bag/AbstractSortedBagDecorator,true,30,false,false
org/apache/commons/collections4/bag/TreeBag,true,77,false,false
org/apache/commons/collections4/bag/SynchronizedSortedBag,true,165,false,false
org/apache/commons/collections4/bag/TransformedSortedBag,true,76,true,true
org/apache/commons/collections4/bag/PredicatedSortedBag,true,39,false,false
org/apache/commons/collections4/bag/package-info,false,NA,false,NA
org/apache/commons/collections4/bag/AbstractBagDecorator,true,40,false,false
org/apache/commons/collections4/bag/CollectionSortedBag,true,184,false,false
org/apache/commons/collections4/bag/HashBag,true,17,false,false
org/apache/commons/collections4/bag/TransformedBag,true,103,false,false
org/apache/commons/collections4/bag/UnmodifiableBag,true,94,false,false
org/apache/commons/collections4/bag/AbstractMapBag,true,1067,false,false
org/apache/commons/collections4/bag/CollectionBag,true,184,false,false
org/apache/commons/collections4/bag/SynchronizedBag,true,261,false,false
org/apache/commons/collections4/bag/UnmodifiableSortedBag,true,82,false,false
org/apache/commons/collections4/TrieUtils,true,6,true,true
org/apache/commons/collections4/ComparatorUtils,true,142,true,true
org/apache/commons/collections4/BidiMap,true,10,false,NA
org/apache/commons/collections4/MultiMapUtils,true,170,true,true
org/apache/commons/collections4/Get,true,8,false,NA
org/apache/commons/collections4/comparators/NullComparator,true,62,false,false
org/apache/commons/collections4/comparators/package-info,false,NA,false,NA
org/apache/commons/collections4/comparators/ComparatorChain,true,347,false,false
