Class,isDecompilable,distanceToOriginal,isRecompilable,passTests
org/apache/commons/codec/Charsets,true,140,true,true
org/apache/commons/codec/net/PercentCodec,true,923,true,true
org/apache/commons/codec/net/RFC1522Codec,true,363,true,true
org/apache/commons/codec/net/QuotedPrintableCodec,false,0,false,false
org/apache/commons/codec/net/URLCodec,true,776,true,true
org/apache/commons/codec/net/QCodec,true,638,false,false
org/apache/commons/codec/net/BCodec,true,312,false,false
org/apache/commons/codec/net/Utils,true,62,true,true
org/apache/commons/codec/digest/Crypt,true,97,true,true
org/apache/commons/codec/digest/HmacUtils,false,0,false,false
org/apache/commons/codec/digest/HmacAlgorithms,true,-2147483648,false,false
org/apache/commons/codec/digest/DigestUtils,false,0,false,false
org/apache/commons/codec/digest/UnixCrypt,false,0,false,false
org/apache/commons/codec/digest/PureJavaCrc32,true,5874,true,true
org/apache/commons/codec/digest/PureJavaCrc32C,true,5899,true,true
org/apache/commons/codec/digest/Sha2Crypt,false,0,false,false
org/apache/commons/codec/digest/MessageDigestAlgorithms,true,5,true,true
org/apache/commons/codec/digest/Md5Crypt,true,696,true,true
org/apache/commons/codec/digest/XXHash32,true,437,false,false
org/apache/commons/codec/digest/B64,true,111,true,true
org/apache/commons/codec/DecoderException,true,13,true,true
org/apache/commons/codec/binary/BaseNCodec,false,0,false,false
org/apache/commons/codec/binary/StringUtils,true,275,true,true
org/apache/commons/codec/binary/Base32InputStream,true,21,true,true
org/apache/commons/codec/binary/BaseNCodecInputStream,true,419,false,false
org/apache/commons/codec/binary/Base64OutputStream,true,21,true,true
org/apache/commons/codec/binary/Base64,false,0,false,false
org/apache/commons/codec/binary/BaseNCodecOutputStream,true,196,false,false
org/apache/commons/codec/binary/Hex,true,669,false,false
org/apache/commons/codec/binary/BinaryCodec,false,0,false,false
org/apache/commons/codec/binary/Base32,true,4087,false,false
org/apache/commons/codec/binary/Base64InputStream,true,21,true,true
org/apache/commons/codec/binary/Base32OutputStream,true,21,true,true
org/apache/commons/codec/binary/CharSequenceUtils,true,146,true,true
org/apache/commons/codec/BinaryEncoder,true,2,true,true
org/apache/commons/codec/Encoder,true,2,true,true
org/apache/commons/codec/StringEncoderComparator,true,65,true,true
org/apache/commons/codec/cli/Digest,false,0,false,false
org/apache/commons/codec/StringDecoder,true,2,true,true
org/apache/commons/codec/CharEncoding,true,0,true,true
org/apache/commons/codec/BinaryDecoder,true,2,true,true
org/apache/commons/codec/EncoderException,true,13,true,true
org/apache/commons/codec/language/AbstractCaverphone,true,29,true,true
org/apache/commons/codec/language/Metaphone,true,1157,true,false
org/apache/commons/codec/language/bm/Languages,false,0,false,false
org/apache/commons/codec/language/bm/NameType,true,-2147483648,false,false
org/apache/commons/codec/language/bm/PhoneticEngine,true,2243,false,false
org/apache/commons/codec/language/bm/RuleType,true,-2147483648,false,false
org/apache/commons/codec/language/bm/Rule,false,0,false,false
org/apache/commons/codec/language/bm/ResourceConstants,true,5,true,true
org/apache/commons/codec/language/bm/Lang,false,0,false,false
org/apache/commons/codec/language/bm/BeiderMorseEncoder,true,312,true,true
org/apache/commons/codec/language/Caverphone1,true,552,true,true
org/apache/commons/codec/language/DaitchMokotoffSoundex,false,0,false,false
org/apache/commons/codec/language/Caverphone2,true,579,true,true
org/apache/commons/codec/language/RefinedSoundex,true,208,true,true
org/apache/commons/codec/language/Nysiis,true,855,false,false
org/apache/commons/codec/language/DoubleMetaphone,true,7610,false,false
org/apache/commons/codec/language/SoundexUtils,true,214,true,true
org/apache/commons/codec/language/Soundex,true,485,true,true
org/apache/commons/codec/language/MatchRatingApproachEncoder,true,1075,true,true
org/apache/commons/codec/language/ColognePhonetic,true,1038,false,false
org/apache/commons/codec/language/Caverphone,true,42,true,true
org/apache/commons/codec/StringEncoder,true,2,true,true
org/apache/commons/codec/Decoder,true,2,true,true
