Class,isDecompilable,distanceToOriginal,isRecompilable,passTests
org/apache/commons/collections4/keyvalue/DefaultKeyValue,true,40,true,true
org/apache/commons/collections4/keyvalue/AbstractKeyValue,true,36,true,true
org/apache/commons/collections4/keyvalue/TiedMapEntry,true,58,true,true
org/apache/commons/collections4/keyvalue/package-info,false,NA,false,NA
org/apache/commons/collections4/keyvalue/MultiKey,true,81,false,false
org/apache/commons/collections4/keyvalue/AbstractMapEntryDecorator,true,30,true,true
org/apache/commons/collections4/keyvalue/UnmodifiableMapEntry,true,5,true,true
org/apache/commons/collections4/keyvalue/AbstractMapEntry,true,33,true,true
org/apache/commons/collections4/keyvalue/DefaultMapEntry,true,4,true,true
org/apache/commons/collections4/set/TransformedSortedSet,true,57,false,false
org/apache/commons/collections4/set/TransformedSet,true,13,false,false
org/apache/commons/collections4/set/CompositeSet,true,222,false,false
org/apache/commons/collections4/set/AbstractSetDecorator,true,2,true,true
org/apache/commons/collections4/set/PredicatedSet,true,4,true,true
org/apache/commons/collections4/set/package-info,false,NA,false,NA
org/apache/commons/collections4/set/MapBackedSet,true,111,true,true
org/apache/commons/collections4/set/PredicatedSortedSet,true,41,true,true
org/apache/commons/collections4/set/AbstractSerializableSetDecorator,true,11,true,true
org/apache/commons/collections4/set/UnmodifiableSortedSet,true,46,true,true
org/apache/commons/collections4/set/AbstractSortedSetDecorator,true,30,true,true
org/apache/commons/collections4/set/UnmodifiableSet,true,26,false,false
org/apache/commons/collections4/set/ListOrderedSet,true,188,false,false
org/apache/commons/collections4/ResettableIterator,true,0,true,NA
org/apache/commons/collections4/bag/PredicatedBag,true,28,true,true
org/apache/commons/collections4/bag/AbstractSortedBagDecorator,true,14,true,true
org/apache/commons/collections4/bag/TreeBag,true,32,true,true
org/apache/commons/collections4/bag/SynchronizedSortedBag,true,52,true,true
org/apache/commons/collections4/bag/TransformedSortedBag,true,31,false,false
org/apache/commons/collections4/bag/PredicatedSortedBag,true,16,true,true
org/apache/commons/collections4/bag/package-info,false,NA,false,NA
org/apache/commons/collections4/bag/AbstractBagDecorator,true,23,true,true
org/apache/commons/collections4/bag/CollectionSortedBag,true,108,false,false
org/apache/commons/collections4/bag/HashBag,true,6,true,true
org/apache/commons/collections4/bag/TransformedBag,true,46,false,false
org/apache/commons/collections4/bag/UnmodifiableBag,true,48,false,false
org/apache/commons/collections4/bag/AbstractMapBag,true,671,false,false
org/apache/commons/collections4/bag/CollectionBag,true,108,false,false
org/apache/commons/collections4/bag/SynchronizedBag,true,80,true,true
org/apache/commons/collections4/bag/UnmodifiableSortedBag,true,37,true,true
org/apache/commons/collections4/TrieUtils,true,1,true,true
org/apache/commons/collections4/ComparatorUtils,true,53,true,true
org/apache/commons/collections4/BidiMap,true,2,true,NA
org/apache/commons/collections4/MultiMapUtils,true,27,true,true
org/apache/commons/collections4/Get,true,0,true,NA
org/apache/commons/collections4/comparators/NullComparator,true,20,true,true
org/apache/commons/collections4/comparators/package-info,false,NA,false,NA
org/apache/commons/collections4/comparators/ComparatorChain,true,190,true,true
org/apache/commons/collections4/comparators/ReverseComparator,true,18,true,true
org/apache/commons/collections4/comparators/BooleanComparator,true,26,true,true
org/apache/commons/collections4/comparators/TransformingComparator,true,38,true,true
org/apache/commons/collections4/comparators/ComparableComparator,true,13,false,false
org/apache/commons/collections4/comparators/FixedOrderComparator,true,148,true,true
org/apache/commons/collections4/list/AbstractSerializableListDecorator,true,11,true,true
org/apache/commons/collections4/list/GrowthList,true,39,false,false
org/apache/commons/collections4/list/AbstractListDecorator,true,55,true,true
org/apache/commons/collections4/list/package-info,false,NA,false,NA
org/apache/commons/collections4/list/UnmodifiableList,true,56,false,false
org/apache/commons/collections4/list/PredicatedList,true,85,true,true
org/apache/commons/collections4/list/FixedSizeList,true,78,true,true
org/apache/commons/collections4/list/TransformedList,true,97,false,false
org/apache/commons/collections4/list/CursorableLinkedList,true,466,true,true
org/apache/commons/collections4/list/NodeCachingLinkedList,true,113,true,true
org/apache/commons/collections4/list/TreeList,true,3760,false,false
org/apache/commons/collections4/list/SetUniqueList,true,290,false,false
org/apache/commons/collections4/list/AbstractLinkedList,true,3120,false,false
org/apache/commons/collections4/list/LazyList,true,38,false,false
org/apache/commons/collections4/ListValuedMap,true,2,true,NA
org/apache/commons/collections4/PredicateUtils,true,73,false,false
org/apache/commons/collections4/MultiMap,true,6,true,NA
org/apache/commons/collections4/MapIterator,true,3,true,NA
org/apache/commons/collections4/IterableGet,true,0,true,NA
org/apache/commons/collections4/QueueUtils,true,9,true,true
org/apache/commons/collections4/package-info,false,NA,false,NA
org/apache/commons/collections4/Bag,true,11,true,NA
org/apache/commons/collections4/FactoryUtils,true,6,true,true
org/apache/commons/collections4/MultiValuedMap,true,0,true,NA
org/apache/commons/collections4/iterators/EnumerationIterator,true,50,true,true
org/apache/commons/collections4/iterators/PushbackIterator,true,32,true,true
org/apache/commons/collections4/iterators/LoopingIterator,true,47,true,true
org/apache/commons/collections4/iterators/ReverseListIterator,true,101,true,true
org/apache/commons/collections4/iterators/AbstractUntypedIteratorDecorator,true,13,true,true
org/apache/commons/collections4/iterators/CollatingIterator,true,244,false,false
