Class,isDecompilable,distanceToOriginal,isRecompilable,passTests
org/apache/commons/codec/Charsets,true,115,true,true
org/apache/commons/codec/net/PercentCodec,true,904,false,false
org/apache/commons/codec/net/RFC1522Codec,true,263,false,false
org/apache/commons/codec/net/QuotedPrintableCodec,true,985,false,false
org/apache/commons/codec/net/URLCodec,true,614,false,false
org/apache/commons/codec/net/QCodec,true,589,false,false
org/apache/commons/codec/net/BCodec,true,252,false,false
org/apache/commons/codec/net/Utils,true,59,false,false
org/apache/commons/codec/digest/Crypt,true,73,true,true
org/apache/commons/codec/digest/HmacUtils,false,0,false,false
org/apache/commons/codec/digest/HmacAlgorithms,true,228,false,false
org/apache/commons/codec/digest/DigestUtils,true,2382,false,false
org/apache/commons/codec/digest/UnixCrypt,true,10224,false,false
org/apache/commons/codec/digest/PureJavaCrc32,true,14215,true,true
org/apache/commons/codec/digest/PureJavaCrc32C,true,14332,true,true
org/apache/commons/codec/digest/Sha2Crypt,true,2482,true,true
org/apache/commons/codec/digest/MessageDigestAlgorithms,true,84,true,true
org/apache/commons/codec/digest/Md5Crypt,true,593,true,true
org/apache/commons/codec/digest/XXHash32,true,665,true,false
org/apache/commons/codec/digest/B64,true,154,true,true
org/apache/commons/codec/DecoderException,true,13,true,true
org/apache/commons/codec/binary/BaseNCodec,true,790,false,false
org/apache/commons/codec/binary/StringUtils,true,263,true,true
org/apache/commons/codec/binary/Base32InputStream,true,21,true,true
org/apache/commons/codec/binary/BaseNCodecInputStream,true,273,false,false
org/apache/commons/codec/binary/Base64OutputStream,true,21,true,true
org/apache/commons/codec/binary/Base64,true,4163,false,false
org/apache/commons/codec/binary/BaseNCodecOutputStream,true,205,false,false
org/apache/commons/codec/binary/Hex,true,646,false,false
org/apache/commons/codec/binary/BinaryCodec,true,556,false,false
org/apache/commons/codec/binary/Base32,true,5358,false,false
org/apache/commons/codec/binary/Base64InputStream,true,21,true,true
org/apache/commons/codec/binary/Base32OutputStream,true,21,true,true
org/apache/commons/codec/binary/CharSequenceUtils,true,157,true,true
org/apache/commons/codec/BinaryEncoder,true,3,false,false
org/apache/commons/codec/Encoder,true,3,false,false
org/apache/commons/codec/StringEncoderComparator,true,33,true,true
org/apache/commons/codec/cli/Digest,true,415,false,false
org/apache/commons/codec/StringDecoder,true,3,false,false
org/apache/commons/codec/CharEncoding,true,3,true,true
org/apache/commons/codec/BinaryDecoder,true,3,false,false
org/apache/commons/codec/EncoderException,true,13,true,true
org/apache/commons/codec/language/AbstractCaverphone,true,15,false,false
org/apache/commons/codec/language/Metaphone,true,1621,false,false
org/apache/commons/codec/language/bm/Languages,true,586,false,false
org/apache/commons/codec/language/bm/NameType,true,138,false,false
org/apache/commons/codec/language/bm/PhoneticEngine,true,1396,false,false
org/apache/commons/codec/language/bm/RuleType,true,138,false,false
org/apache/commons/codec/language/bm/Rule,true,3232,false,false
org/apache/commons/codec/language/bm/ResourceConstants,true,5,true,true
org/apache/commons/codec/language/bm/Lang,true,397,false,false
org/apache/commons/codec/language/bm/BeiderMorseEncoder,true,43,false,false
org/apache/commons/codec/language/Caverphone1,true,433,true,true
org/apache/commons/codec/language/DaitchMokotoffSoundex,true,1515,false,false
org/apache/commons/codec/language/Caverphone2,true,454,true,true
org/apache/commons/codec/language/RefinedSoundex,true,205,false,false
org/apache/commons/codec/language/Nysiis,true,730,false,false
org/apache/commons/codec/language/DoubleMetaphone,true,9031,false,false
org/apache/commons/codec/language/SoundexUtils,true,223,false,false
org/apache/commons/codec/language/Soundex,true,410,false,false
org/apache/commons/codec/language/MatchRatingApproachEncoder,true,1182,false,false
org/apache/commons/codec/language/ColognePhonetic,true,1240,false,false
org/apache/commons/codec/language/Caverphone,true,28,false,false
org/apache/commons/codec/StringEncoder,true,3,false,false
org/apache/commons/codec/Decoder,true,3,false,false
