"Project","Decompiler","Class","isDecompilable","distanceToOriginal","isRecompilable","passTests"
"Bukkit","Jode-1.1.2-pre1","org/bukkit/inventory/meta/BookMeta",TRUE,0,FALSE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/inventory/meta/PotionMeta",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/inventory/meta/MapMeta",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/inventory/meta/ItemMeta",TRUE,2,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/inventory/meta/EnchantmentStorageMeta",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/inventory/meta/Repairable",TRUE,2,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/inventory/meta/FireworkEffectMeta",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/inventory/Inventory",TRUE,13,FALSE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/inventory/HorseInventory",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/inventory/FurnaceRecipe",TRUE,14,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/inventory/ItemFactory",TRUE,13,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/TravelAgent",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/WeatherType",TRUE,13,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/ChatColor",TRUE,565,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/Difficulty",TRUE,94,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/OfflinePlayer",TRUE,1,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Item",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Creeper",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Animals",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Snowball",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/IronGolem",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Player",TRUE,17,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Horse",TRUE,211,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Ageable",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/EnderSignal",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Minecart",TRUE,2,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Giant",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/EnderDragonPart",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/MushroomCow",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Witch",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Weather",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Boat",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/LivingEntity",TRUE,19,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Bat",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Wolf",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/StorageMinecart",TRUE,1,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Squid",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/FallingBlock",TRUE,2,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/WitherSkull",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Skeleton",TRUE,106,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Sheep",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/PoweredMinecart",TRUE,1,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/ItemFrame",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Chicken",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/ThrownExpBottle",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Silverfish",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/NPC",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/EnderCrystal",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Spider",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Damageable",TRUE,6,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/CaveSpider",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/PigZombie",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Egg",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Wither",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/SmallFireball",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Ghast",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/ComplexEntityPart",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Hanging",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Golem",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/LargeFireball",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Villager",TRUE,130,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Vehicle",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/FallingSand",TRUE,1,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Projectile",TRUE,2,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Zombie",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Slime",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/TNTPrimed",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/LightningStrike",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/AnimalTamer",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/ThrownPotion",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/HumanEntity",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/CreatureType",TRUE,396,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/EntityType",TRUE,855,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Fireball",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Snowman",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Fish",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/FishHook",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Ocelot",TRUE,135,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Tameable",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Arrow",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/ExperienceOrb",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Monster",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Enderman",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Flying",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Entity",TRUE,2,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/ComplexLivingEntity",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Blaze",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Painting",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Explosive",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/EnderDragon",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/minecart/CommandMinecart",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/minecart/StorageMinecart",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/minecart/RideableMinecart",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/minecart/PoweredMinecart",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/minecart/ExplosiveMinecart",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/minecart/SpawnerMinecart",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/minecart/HopperMinecart",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/EnderPearl",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Creature",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/MagmaCube",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/WaterMob",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Cow",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Ambient",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Pig",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/LeashHitch",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/entity/Firework",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/Color",TRUE,816,TRUE,FALSE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/Utility",TRUE,12,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/TreeSpecies",TRUE,108,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/metadata/FixedMetadataValue",TRUE,6,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/metadata/Metadatable",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/metadata/MetadataValue",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/metadata/MetadataEvaluationException",TRUE,2,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/metadata/MetadataValueAdapter",TRUE,3,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/metadata/LazyMetadataValue",TRUE,187,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/metadata/MetadataConversionException",TRUE,2,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/metadata/MetadataStoreBase",TRUE,28,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/metadata/MetadataStore",TRUE,6,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/WorldCreator",TRUE,49,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/FireworkEffect",TRUE,815,TRUE,FALSE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/map/MapRenderer",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/map/MinecraftFont",TRUE,52,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/map/MapView",TRUE,193,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/map/MapPalette",TRUE,44,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/map/MapCanvas",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/map/MapCursor",TRUE,296,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/map/MapCursorCollection",TRUE,6,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/map/MapFont",TRUE,28,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/InvalidDescriptionException",TRUE,4,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/UnknownDependencyException",TRUE,4,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/PluginLogger",TRUE,23,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/PluginDescriptionFile",TRUE,1219,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/ServicePriority",TRUE,28,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/IllegalPluginAccessException",TRUE,2,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/PluginAwareness",TRUE,12,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/java/JavaPluginLoader",TRUE,998,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/java/PluginClassLoader",TRUE,318,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/java/JavaPlugin",TRUE,1252,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/InvalidPluginException",TRUE,4,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/messaging/ReservedChannelException",TRUE,17,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/messaging/PluginMessageListener",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/messaging/MessageTooLargeException",TRUE,29,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/messaging/ChannelNotRegisteredException",TRUE,17,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/messaging/PluginMessageRecipient",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/messaging/Messenger",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/messaging/StandardMessenger",TRUE,615,FALSE,FALSE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/messaging/PluginMessageListenerRegistration",TRUE,92,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/messaging/ChannelNameTooLongException",TRUE,36,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/messaging/PluginChannelDirection",TRUE,13,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/PluginLoadOrder",TRUE,13,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/EventExecutor",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/TimedRegisteredListener",TRUE,189,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/PluginManager",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/PluginBase",TRUE,2,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/RegisteredServiceProvider",TRUE,19,FALSE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/Plugin",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/AuthorNagException",TRUE,4,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/RegisteredListener",TRUE,30,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/ServicesManager",TRUE,14,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/PluginLoader",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/SimplePluginManager",TRUE,2014,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/plugin/SimpleServicesManager",TRUE,308,FALSE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/potion/PotionBrewer",TRUE,1,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/potion/PotionEffectTypeWrapper",TRUE,3,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/potion/Potion",TRUE,950,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/potion/PotionEffectType",TRUE,33,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/potion/PotionEffect",TRUE,130,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/potion/PotionType",TRUE,267,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/Art",TRUE,374,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/Warning",TRUE,166,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/scoreboard/Score",TRUE,1,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/scoreboard/Scoreboard",TRUE,3,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/scoreboard/Objective",TRUE,1,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/scoreboard/DisplaySlot",TRUE,18,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/scoreboard/ScoreboardManager",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/scoreboard/Team",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/scoreboard/Criterias",TRUE,23,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/PortalType",TRUE,18,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/CropState",TRUE,122,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/block/DoubleChest",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/block/Beacon",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/block/Hopper",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/block/Biome",TRUE,308,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/block/ContainerBlock",TRUE,1,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/block/Jukebox",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/block/Dropper",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/block/PistonMoveReaction",TRUE,83,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/block/CommandBlock",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/block/Chest",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/block/Dispenser",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/block/BrewingStand",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/block/Block",TRUE,11,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/block/BlockFace",TRUE,417,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/block/CreatureSpawner",TRUE,4,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/block/NoteBlock",TRUE,4,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/block/Skull",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/block/Sign",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/block/BlockState",TRUE,4,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/block/Furnace",TRUE,0,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/Sound",TRUE,973,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/UnsafeValues",TRUE,1,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/NetherWartsState",TRUE,23,TRUE,NA
"Bukkit","Jode-1.1.2-pre1","org/bukkit/Instrument",TRUE,102,TRUE,TRUE
"Bukkit","Jode-1.1.2-pre1","org/bukkit/ChunkSnapshot",TRUE,2,TRUE,NA
"Bukkit","Krakatau","org/bukkit/Statistic",TRUE,735,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/Rotation",TRUE,148,FALSE,NA
"Bukkit","Krakatau","org/bukkit/Chunk",TRUE,1,TRUE,NA
"Bukkit","Krakatau","org/bukkit/projectiles/ProjectileSource",TRUE,7,TRUE,NA
"Bukkit","Krakatau","org/bukkit/projectiles/BlockProjectileSource",TRUE,1,TRUE,NA
"Bukkit","Krakatau","org/bukkit/Location",TRUE,650,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/NetherWarts",TRUE,80,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/LongGrass",TRUE,65,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/SpawnEgg",TRUE,55,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/EnderChest",TRUE,19,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Step",TRUE,140,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Dye",TRUE,73,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Openable",TRUE,1,TRUE,NA
"Bukkit","Krakatau","org/bukkit/material/FurnaceAndDispenser",TRUE,16,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Cauldron",TRUE,106,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Tree",TRUE,188,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Diode",TRUE,149,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Tripwire",TRUE,131,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Pumpkin",TRUE,94,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/RedstoneWire",TRUE,57,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/PistonExtensionMaterial",TRUE,189,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Coal",TRUE,65,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Rails",TRUE,244,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/MonsterEggs",TRUE,31,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Colorable",TRUE,2,TRUE,NA
"Bukkit","Krakatau","org/bukkit/material/TexturedMaterial",TRUE,90,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Redstone",TRUE,1,TRUE,NA
"Bukkit","Krakatau","org/bukkit/material/TrapDoor",TRUE,225,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/ExtendedRails",TRUE,110,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Gate",TRUE,199,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Button",TRUE,203,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Lever",TRUE,307,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Chest",TRUE,19,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Attachable",TRUE,1,TRUE,NA
"Bukkit","Krakatau","org/bukkit/material/Mushroom",TRUE,379,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Ladder",TRUE,60,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Dispenser",TRUE,70,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/WoodenStep",TRUE,160,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/DetectorRail",TRUE,73,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/CocoaPlant",TRUE,247,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Wool",TRUE,65,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Sandstone",TRUE,65,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Stairs",TRUE,156,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/FlowerPot",TRUE,264,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/PressureSensor",TRUE,1,TRUE,NA
"Bukkit","Krakatau","org/bukkit/material/Bed",TRUE,173,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Cake",TRUE,82,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/SimpleAttachableMaterialData",TRUE,41,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/DirectionalContainer",TRUE,73,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/PressurePlate",TRUE,43,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/PoweredRail",TRUE,73,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Torch",TRUE,59,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Command",TRUE,102,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/PistonBaseMaterial",TRUE,184,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/TripwireHook",TRUE,253,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Crops",TRUE,65,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Skull",TRUE,89,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/SmoothBrick",TRUE,31,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Sign",TRUE,265,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Directional",TRUE,1,TRUE,NA
"Bukkit","Krakatau","org/bukkit/material/RedstoneTorch",TRUE,46,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/MaterialData",TRUE,235,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Furnace",TRUE,19,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Leaves",TRUE,72,FALSE,NA
"Bukkit","Krakatau","org/bukkit/material/Door",TRUE,301,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/material/Vine",TRUE,696,FALSE,FALSE
"Bukkit","Krakatau","org/bukkit/BlockChangeDelegate",TRUE,11,TRUE,NA
"Bukkit","Krakatau","org/bukkit/conversations/FixedSetPrompt",TRUE,25,TRUE,TRUE
